119,1586,1647,0,0
119,1590,1647,0,0
119,1591,1647,0,0
119,1599,1647,0,0
119,1603,1647,0,0
119,1607,1647,0,0
119,1609,1647,0,0
119,1615,1647,0,0
119,1617,1647,0,0
119,1619,1647,0,0
119,1624,1647,0,0
119,1625,1647,0,0
119,1626,1647,0,0
119,1627,1647,0,0
119,1629,1647,0,0
119,1631,1647,0,0
119,1635,1647,0,0
119,1637,1647,0,0
119,1639,1647,0,0
119,1651,1647,0,0
119,1652,1647,0,0
119,1665,1647,0,0
119,1669,1647,0,0
119,1671,1647,0,0
119,1677,1647,0,0
119,1683,1647,0,0
227,1651,1625,0,0
228,1586,1609,0,0
228,1590,1679,0,0
228,1591,1609,0,0
228,1617,1609,0,0
271,1651,1651,0,0
336,1679,1624,0,0
359,1603,1586,0,0
359,1631,1586,0,0
592,1606,-1,-1,-1
592,1650,-1,-1,-1
728,1601,1590,0,0
728,1630,1590,0,0
728,1670,1590,0,0
728,1679,1590,0,0
748,1612,1620,0,0
771,1665,1677,0,0
793,1677,1639,0,0
837,1590,1590,0,0
858,1586,1586,0,0
858,1591,1586,0,0
858,1617,1586,0,0
859,1601,1615,0,0
859,1603,1586,0,0
859,1630,1615,0,0
859,1631,1586,0,0
859,1670,1615,0,0
880,1586,1609,0,0
880,1590,1679,0,0
880,1591,1609,0,0
880,1617,1609,0,0
881,1585,1627,0,0
881,1588,1627,0,0
881,1594,1627,0,0
881,1595,1627,0,0
881,1597,1627,0,0
881,1599,1627,0,0
881,1610,1627,0,0
881,1612,1627,0,0
881,1614,1627,0,0
881,1619,1627,0,0
881,1620,1627,0,0
881,1622,1627,0,0
881,1628,1627,0,0
881,1632,1627,0,0
881,1642,1627,0,0
881,1645,1627,0,0
881,1647,1627,0,0
881,1661,1627,0,0
881,1664,1627,0,0
881,1666,1627,0,0
881,1683,1627,0,0
882,1603,1617,0,0
882,1631,1617,0,0
901,1584,1630,0,0
901,1610,1647,0,0
901,1649,1630,0,0
913,1587,1587,0,0
913,1602,1587,0,0
913,1643,1587,0,0
913,1674,1587,0,0
969,1603,1617,0,0
969,1631,1617,0,0
1294,1668,-1,-1,-1
1294,1673,-1,-1,-1
1330,1606,-1,-1,-1
1330,1650,-1,-1,-1
1475,1658,1621,0,0
1539,1589,1660,0,0
1539,1593,1660,0,0
1539,1604,1660,0,0
1539,1621,1660,0,0
1539,1640,1660,0,0
1539,1641,1660,0,0
1539,1644,1660,0,0
1539,1646,1660,0,0
1539,1648,1660,0,0
1539,1654,1660,0,0
1539,1658,1660,0,0
1539,1660,1660,0,0
1539,1667,1660,0,0
1539,1672,1660,0,0
1539,1676,1660,0,0
1539,1678,1660,0,0
1542,1604,1672,0,0
1542,1644,1672,0,0
1542,1676,1672,0,0
1585,1664,95,0,0
1586,1590,336,0,0
1586,1603,858,0,0
1586,1609,858,0,0
1586,1626,858,0,0
1586,1629,858,0,0
1586,1631,858,0,0
1590,1586,336,0,0
1590,1601,837,0,0
1590,1630,837,0,0
1590,1670,837,0,0
1590,1679,837,0,0
1593,1640,1498,0,0
1594,1588,748,0,0
1594,1620,748,0,0
1594,1642,748,0,0
1594,1645,748,0,0
1595,1622,95,0,0
1599,1584,271,0,0
1599,1649,271,0,0
1603,1631,249,0,0
1607,1651,336,0,0
1609,1586,858,0,0
1609,1591,858,0,0
1609,1617,858,0,0
1609,1629,880,0,0
1610,1584,119,0,0
1610,1585,119,0,0
1610,1586,119,0,0
1610,1588,119,0,0
1610,1590,119,0,0
1610,1591,119,0,0
1610,1594,119,0,0
1610,1595,119,0,0
1610,1597,119,0,0
1610,1599,119,0,0
1610,1601,119,0,0
1610,1603,119,0,0
1610,1607,119,0,0
1610,1609,119,0,0
1610,1612,119,0,0
1610,1614,119,0,0
1610,1615,119,0,0
1610,1617,119,0,0
1610,1619,119,0,0
1610,1620,119,0,0
1610,1622,119,0,0
1610,1624,119,0,0
1610,1625,119,0,0
1610,1626,119,0,0
1610,1627,119,0,0
1610,1628,119,0,0
1610,1629,119,0,0
1610,1630,119,0,0
1610,1631,119,0,0
1610,1632,119,0,0
1610,1635,119,0,0
1610,1637,119,0,0
1610,1639,119,0,0
1610,1642,119,0,0
1610,1645,119,0,0
1610,1647,119,0,0
1610,1649,119,0,0
1610,1651,119,0,0
