6,1668,7,1,0
7,1592,6,0,1
7,1671,6,0,1
11,1668,12,1,0
11,1671,10,0,1
23,1668,22,1,1
28,1668,29,2,1
29,1671,28,1,2
33,1668,34,2,1
33,1671,32,1,2
39,1606,38,1,2
39,1668,38,1,2
45,1668,44,1,1
47,1645,48,2,1
48,1645,49,2,1
49,1645,50,2,1
50,1645,51,2,1
50,1668,51,2,1
51,1645,1645,4,0
51,1671,50,1,2
55,1668,56,2,1
55,1671,54,1,2
67,1668,66,1,1
72,1668,73,2,1
73,1671,72,1,2
77,1668,78,2,1
77,1671,76,1,2
89,1668,88,1,1
94,1668,95,2,1
95,1671,94,1,2
99,1668,100,2,1
99,1671,98,1,2
111,1668,110,1,1
115,1647,137,3,0
116,1668,117,2,1
117,1671,116,1,2
121,1668,122,2,1
121,1671,120,1,2
133,1668,132,1,1
133,1673,134,2,1
135,1668,136,2,1
135,1673,157,3,0
136,1668,137,2,1
136,1673,158,3,0
137,1668,138,2,1
137,1673,159,3,0
138,1668,139,2,1
138,1673,160,3,0
139,1671,138,1,2
143,1668,144,2,1
143,1671,142,1,2
143,1673,165,3,0
144,1668,1668,4,0
145,1668,144,1,2
146,1668,145,1,2
157,1673,158,2,1
158,1673,159,2,1
159,1673,160,2,1
160,1673,161,2,1
161,1671,160,1,2
164,1642,163,1,2
165,1671,164,1,2
165,1673,1673,4,0
166,1668,188,3,0
167,1668,189,3,0
168,1668,190,3,0
179,1673,157,0,3
180,1673,158,0,3
181,1673,159,0,3
182,1673,160,0,3
183,1671,182,1,2
187,1671,186,1,2
187,1673,165,0,3
205,1671,204,1,2
209,1671,208,1,2
227,1671,226,1,2
231,1671,230,1,2
243,1608,265,3,0
244,1608,266,3,0
245,1608,267,3,0
249,1671,248,1,2
253,1671,252,1,2
254,1671,253,1,2
255,1671,254,1,2
256,1671,255,1,2
271,1671,270,1,2
276,1671,254,0,3
277,1671,255,0,3
278,1671,256,0,3
293,1671,292,1,2
297,1646,319,3,0
297,1671,296,1,2
298,1671,297,1,2
299,1671,298,1,2
300,1671,299,1,2
315,1646,337,3,0
319,1646,341,3,0
336,1646,358,3,0
342,1646,364,3,0
363,1635,362,1,2
374,1633,396,2,0
403,1624,402,1,2
407,1625,406,1,2
439,1666,461,3,0
486,1646,487,2,1
500,1646,499,1,2
512,1590,511,1,2
523,1646,522,1,2
527,1629,549,3,0
534,1596,556,3,0
545,1646,544,1,2
550,1646,551,1,1
565,1652,566,2,1
568,1646,567,1,2
575,1652,597,3,0
587,1652,588,2,1
590,1646,589,1,2
597,1652,1652,4,0
612,1646,611,1,2
619,1652,597,0,3
634,1646,633,1,2
656,1646,655,1,2
678,1646,677,1,2
700,1646,699,1,2
722,1646,721,1,2
744,1646,743,1,2
765,1671,787,3,0
766,1646,765,1,2
788,1646,787,1,2
810,1646,809,1,2
815,1624,793,0,3
816,1624,794,0,3
817,1624,795,0,3
832,1646,831,1,2
837,1624,815,0,3
838,1624,816,0,3
839,1624,817,0,3
854,1646,853,1,2
859,1624,858,1,1
860,1624,859,1,2
861,1624,860,1,2
869,1624,870,2,1
872,1615,894,3,0
876,1646,875,1,2
883,1646,884,2,1
884,1646,885,2,1
885,1646,886,2,1
886,1646,887,2,1
887,1646,1646,4,0
891,1646,890,1,2
892,1646,891,1,2
893,1646,892,1,2
894,1646,893,1,2
898,1646,897,1,2
909,1667,931,3,0
913,1667,935,3,0
914,1667,936,3,0
915,1667,937,3,0
916,1667,938,3,0
997,1641,1019,3,0
1001,1641,1023,3,0
1002,1641,1024,3,0
1003,1641,1025,3,0
1004,1641,1026,3,0
1054,1610,1053,1,2
1076,1610,1075,1,2
1146,1646,1147,2,1
1172,1593,1171,1,2
1222,1648,1221,1,2
1261,1671,1260,1,2
1265,1671,1264,1,2
1283,1671,1282,1,2
1287,1671,1286,1,2
1288,1671,1289,2,1
1305,1671,1304,1,2
1309,1671,1308,1,2
1311,1671,1312,2,1
1327,1671,1326,1,2
1331,1671,1330,1,2
1349,1671,1348,1,2
1353,1671,1352,1,2
1356,1671,1334,0,3
1371,1671,1370,1,2
1375,1671,1374,1,2
1381,1654,1403,3,0
1393,1671,1392,1,2
1397,1671,1396,1,2
1401,1671,1379,0,3
1415,1671,1414,1,2
1418,1656,1417,1,2
1419,1671,1418,1,2
1420,1668,1442,3,0
1436,1668,1437,2,1
1437,1671,1436,1,2
1441,1671,1440,1,2
1443,1668,1465,3,0
1458,1668,1459,2,1
1459,1671,1458,1,2
1463,1671,1462,1,2
1469,1671,1447,0,3
1470,1683,1469,1,2
1474,1654,1496,2,0
1478,1668,1500,3,0
1480,1668,1481,2,1
1481,1671,1480,1,2
